Price,Close,High,Low,Open,Volume,RSI,Lower_Band,Upper_Band,Daily_Log_Return,MACD
Ticker,^GSPC,^GSPC,^GSPC,^GSPC,^GSPC,,,,,
Date,,,,,,,,,,
2020-01-24,3295.469970703125,3333.179931640625,3281.530029296875,3333.10009765625,3708780000,55.59368750910314,3221.5948394823195,3340.079159541118,-0.908328942619363,11.673056435852232
2020-01-27,3243.6298828125,3258.85009765625,3234.5,3247.159912109375,3831050000,38.70026844707298,3221.5948394823195,3340.079159541118,-1.5855752356843666,11.673056435852232
2020-01-28,3276.239990234375,3285.780029296875,3253.219970703125,3255.35009765625,3531570000,49.164959900913885,3221.5948394823195,3340.079159541118,1.000338350035257,11.673056435852232
2020-01-29,3273.39990234375,3293.469970703125,3271.889892578125,3289.4599609375,3600250000,48.3901607183152,3221.5948394823195,3340.079159541118,-0.08672501435853519,11.673056435852232
2020-01-30,3283.659912109375,3285.909912109375,3242.800048828125,3256.449951171875,3790350000,51.371588054083375,3221.5948394823195,3340.079159541118,0.31294569302104946,11.673056435852232
2020-01-31,3225.52001953125,3282.330078125,3214.679931640625,3282.330078125,4529700000,37.981692940139936,3215.9315130817895,3342.509478129148,-1.7864443571362187,11.673056435852232
2020-02-03,3248.919921875,3268.43994140625,3235.659912109375,3235.659912109375,3760460000,44.2769512744252,3218.3334500417377,3341.514523591075,0.722842576123206,11.673056435852232
2020-02-04,3297.590087890625,3306.919921875,3280.610107421875,3280.610107421875,3996900000,54.599515686814634,3222.463644904221,3342.515334587966,1.4869315917506398,11.673056435852232
2020-02-05,3334.68994140625,3337.580078125,3313.75,3324.909912109375,4121480000,60.59229070131364,3227.01263942268,3347.71734104607,1.1187778658973357,11.673056435852232
2020-02-06,3345.780029296875,3347.9599609375,3334.389892578125,3344.919921875,3887250000,62.19857756051166,3228.729235680811,3355.2737428348137,0.33201550570023386,11.673056435852232
2020-02-07,3327.7099609375,3341.419921875,3322.1201171875,3335.5400390625,3733920000,58.0468391464727,3230.0731402110423,3359.2308392811456,-0.5415491009459927,11.673056435852232
2020-02-10,3352.090087890625,3352.260009765625,3317.77001953125,3318.280029296875,3462730000,61.755984601411974,3231.2889420207875,3366.6890364948376,0.7299690120573743,15.002458565030338
2020-02-11,3357.75,3375.6298828125,3352.719970703125,3365.8701171875,3762940000,62.58304276511847,3230.3463926915324,3374.5935975428424,0.1687048686003223,17.89149927821063
2020-02-12,3379.449951171875,3381.469970703125,3369.719970703125,3370.5,3930910000,65.65016430019261,3228.4205152950776,3386.1494798221097,0.6441853105203066,21.682151220730248
2020-02-13,3373.93994140625,3385.090087890625,3360.52001953125,3365.89990234375,3500890000,64.21087077215972,3228.0204082677856,3395.014577083777,-0.16317763599893453,23.965400240309464
2020-02-14,3380.159912109375,3380.68994140625,3366.14990234375,3378.080078125,3419700000,65.13996972183318,3225.981066815955,3403.38890388717,0.18418360984853166,25.977340579655902
2020-02-18,3370.2900390625,3375.010009765625,3355.610107421875,3369.0400390625,3750400000,62.3729330495932,3224.9273189885357,3408.5096439020895,-0.2924213986148061,26.470268744012174
2020-02-19,3386.14990234375,3393.52001953125,3378.830078125,3380.389892578125,3614200000,64.9494596816507,3223.3235173134485,3416.6494319053013,0.4694748284284955,27.819984818362627
2020-02-20,3373.22998046875,3389.14990234375,3341.02001953125,3380.449951171875,4019180000,61.268855067976574,3223.1442897984775,3421.976657467147,-0.38228174279968385,27.529768774696095
2020-02-21,3337.75,3360.760009765625,3328.449951171875,3360.5,3908780000,52.4745675576964,3223.5393724907594,3422.802570868616,-1.0573809232820253,24.15835014155573
2020-02-24,3225.889892578125,3259.81005859375,3214.64990234375,3257.610107421875,4851160000,35.280671926644956,3211.908414930545,3427.4755206163304,-3.4088079420440565,12.318303040438423
2020-02-25,3128.2099609375,3246.989990234375,3118.77001953125,3238.93994140625,5596760000,26.970219067513128,3181.0298120247166,3446.8121313346587,-3.074790437535313,-4.890597959295519
2020-02-26,3116.389892578125,3182.510009765625,3108.989990234375,3139.89990234375,5484650000,26.166987274076007,3148.054232208374,3463.802701385376,-0.3785697323529291,-19.260533278817547
2020-02-27,2978.760009765625,3097.070068359375,2977.389892578125,3062.5400390625,7064710000,19.051996460597124,3078.4704379406407,3503.9225063952968,-4.5168136352262245,-41.27855834577849
2020-02-28,2954.219970703125,2959.719970703125,2855.840087890625,2916.89990234375,8569570000,18.10661913872117,3016.139225231113,3533.309724964199,-0.8272463109652683,-60.01634681808946
2020-03-02,3090.22998046875,3090.9599609375,2945.18994140625,2974.280029296875,6381330000,36.819081127076295,2997.762405572199,3538.157540716864,4.501086876941329,-63.163202000925594
2020-03-03,3003.3701171875,3136.719970703125,2976.6298828125,3096.4599609375,6376510000,31.81875564104695,2961.8579908731786,3549.5069749471336,-2.851048492291497,-71.83787020363616
2020-03-04,3130.1201171875,3130.969970703125,3034.3798828125,3045.75,5073020000,43.81076498662153,2949.224596531475,3545.3933722185247,4.133634936063402,-67.70448637152958
2020-03-05,3023.93994140625,3083.0400390625,2999.830078125,3075.699951171875,5579290000,37.81110593903078,2921.3841357409674,3542.1588330090326,-3.451078243998218,-72.16473258964879
2020-03-06,2972.3701171875,2985.929931640625,2901.5400390625,2954.199951171875,6555240000,35.28379911803614,2887.8254428639752,3538.3765346750874,-1.7200943652385448,-78.95066950631326
2020-03-09,2746.56005859375,2863.889892578125,2734.429931640625,2863.889892578125,8441290000,26.827932705453293,2805.4515321954304,3562.6354551092572,-7.901041294037192,-101.38090202677586
2020-03-10,2882.22998046875,2882.590087890625,2734.0,2813.47998046875,7642040000,36.65100767055561,2768.5115414209217,3552.5894351415786,4.821505242585911,-106.97643627896969
2020-03-11,2741.3798828125,2825.60009765625,2707.219970703125,2825.60009765625,7431200000,31.867864733980383,2708.710980029924,3550.7529848138256,-5.010289280860558,-121.37720240037243
2020-03-12,2480.639892578125,2660.949951171875,2478.860107421875,2630.860107421875,8850810000,25.28847928982067,2593.9020981881613,3575.680860796214,-9.994485240247286,-152.07640923896724
2020-03-13,2711.02001953125,2711.330078125,2492.3701171875,2569.989990234375,8299070000,37.55572452250022,2553.8529455880816,3549.4380212087935,8.880840694923542,-156.01752801096245
2020-03-16,2386.1298828125,2562.97998046875,2380.93994140625,2508.590087890625,7805450000,30.059847665202554,2449.7535160084453,3554.1344478587425,-12.765219747281709,-183.24448350492185
2020-03-17,2529.18994140625,2553.929931640625,2367.0400390625,2425.659912109375,8370250000,36.10719366445946,2398.281169125747,3521.4967849758154,5.822631263569189,-191.07568916359423
2020-03-18,2398.10009765625,2453.570068359375,2280.52001953125,2436.5,8799300000,33.26857066855959,2333.925493102054,3487.0474805307585,-5.322227233208032,-205.49105789430905
2020-03-19,2409.389892578125,2466.969970703125,2319.780029296875,2393.47998046875,7956100000,33.75161939197777,2287.3806162727305,3437.208348571019,0.46967609704013924,-213.54276134603742
2020-03-20,2304.919921875,2453.010009765625,2295.56005859375,2431.93994140625,9053950000,31.48073279104804,2230.3252572256397,3390.98069980561,-4.432762405336721,-225.75132711107608
2020-03-23,2237.39990234375,2300.72998046875,2191.860107421875,2290.7099609375,7411380000,30.072432833774513,2162.689743083026,3359.7672149247865,-2.973150100957689,-238.12999042679257
2020-03-24,2447.330078125,2449.7099609375,2344.43994140625,2344.43994140625,7563150000,39.18221378401972,2138.640515521985,3315.7284542045777,8.968323251796306,-228.36807455283224
2020-03-25,2475.56005859375,2571.419921875,2407.530029296875,2457.77001953125,8300010000,40.30835652864364,2125.3674447355934,3264.9185415925313,1.14689904208225,-215.86540043124978
2020-03-26,2630.070068359375,2637.010009765625,2500.719970703125,2501.2900390625,7766990000,46.18216503345934,2122.5621158282233,3232.8548763592767,6.054383107424677,-191.28426864037283
2020-03-27,2541.469970703125,2615.909912109375,2520.02001953125,2555.8701171875,6201670000,43.536573702885505,2114.020035373756,3200.1219568137444,-3.4267845541626762,-176.91348350453882
2020-03-30,2626.64990234375,2631.800048828125,2545.280029296875,2558.97998046875,5751120000,46.6979772082134,2128.5059729006603,3139.2780114743396,3.2966590569975196,-156.843232985138
2020-03-31,2584.590087890625,2641.389892578125,2571.14990234375,2614.68994140625,6576210000,45.34782143240858,2136.670952489032,3089.23502895628,-1.614231078841577,-142.68648933816257
2020-04-01,2470.5,2522.75,2447.489990234375,2498.080078125,5964000000,41.8160389586975,2163.9674217537213,2995.976547972841,-4.514636273278683,-139.07017025174264
2020-04-02,2526.89990234375,2533.219970703125,2455.7900390625,2458.5400390625,6464190000,44.13243279171415,2192.1721513628836,2918.0678144574285,2.257265705696021,-130.1528890682739
2020-04-03,2488.64990234375,2538.179931640625,2459.9599609375,2514.919921875,6096970000,42.88546004910477,2221.975406380272,2839.892537955666,-1.5252860825945014,-124.73447345081831
2020-04-06,2663.679931640625,2676.85009765625,2574.570068359375,2578.280029296875,6403840000,49.86611627111205,2227.4371967652114,2826.142734875413,6.796824414483105,-105.10529108923402
2020-04-07,2659.409912109375,2756.889892578125,2657.669921875,2738.64990234375,7050410000,49.70650455353646,2256.099965601343,2775.197959203345,-0.16043390483631015,-88.86914930314379
2020-04-08,2749.97998046875,2760.75,2663.300048828125,2685.0,5875710000,53.13311571856481,2255.011432644455,2777.146501925857,3.3489371191285144,-67.91080884032363
2020-04-09,2789.820068359375,2818.570068359375,2762.360107421875,2776.989990234375,7899550000,54.59847369910235,2245.2933493776472,2817.7826027707906,1.4383470303699575,-47.5384176050693
2020-04-13,2761.6298828125,2782.4599609375,2721.169921875,2782.4599609375,5319530000,53.32791542467248,2240.715321897682,2827.4216165788803,-1.0156059444677012,-33.28418380221228
2020-04-14,2846.06005859375,2851.85009765625,2805.10009765625,2805.10009765625,5615730000,56.58646044017302,2242.37259381115,2871.7573622435375,3.011455957230691,-15.001859150162545
2020-04-15,2783.360107421875,2801.8798828125,2761.5400390625,2795.639892578125,5208000000,53.59394470569469,2240.422965552826,2899.1240071034235,-2.2276732672368738,-5.508844668390793
2020-04-16,2799.550048828125,2806.510009765625,2764.320068359375,2799.340087890625,5228810000,54.266489492106885,2255.892022746492,2923.799945026946,0.5799837839541411,3.2829864442464896
2020-04-17,2874.56005859375,2879.219970703125,2830.8798828125,2842.429931640625,5804810000,57.3505217251556,2268.0523859529203,2958.1565984220797,2.6440932021320585,16.117464745203506
2020-04-20,2823.159912109375,2868.97998046875,2820.429931640625,2845.6201171875,5228630000,54.631830176866856,2313.1264195059875,2964.9065638924503,-1.8042845615347858,21.888996289989336
2020-04-21,2736.56005859375,2785.5400390625,2727.10009765625,2784.81005859375,5121010000,50.30498760191396,2393.130442797098,2934.8185562263398,-3.1155115236330744,19.253153814828693
2020-04-22,2799.31005859375,2815.10009765625,2775.949951171875,2787.889892578125,5084920000,53.19750265721823,2423.9035824837533,2939.2434145865595,2.2671300582136844,21.97432391189841
2020-04-23,2797.800048828125,2844.89990234375,2794.260009765625,2810.419921875,5773530000,53.117380951355486,2453.6182650224946,2941.7527310712558,-0.05395676601960275,23.73541852047174
2020-04-24,2836.739990234375,2842.7099609375,2791.760009765625,2812.639892578125,5382810000,54.99962235259094,2458.8312120098817,2957.2067762713687,1.3822090566839584,27.95102451092953
2020-04-27,2878.47998046875,2887.719970703125,2852.889892578125,2854.64990234375,5203930000,56.99280153500719,2477.4377516636764,2972.3012375941357,1.4606868181735955,34.26500535393461
2020-04-28,2863.389892578125,2921.14990234375,2860.7099609375,2909.9599609375,5691160000,56.026641906233934,2486.566190181188,2986.846798100062,-0.5256170190484077,37.61760435528231
2020-04-29,2939.510009765625,2954.860107421875,2912.159912109375,2918.4599609375,6645640000,59.73474419373828,2499.681096362592,3009.223884106158,2.623670404507372,45.88785389716077
2020-04-30,2912.429931640625,2930.909912109375,2892.469970703125,2930.909912109375,6544980000,57.86528780293501,2548.9066938496444,3004.1912797831683,-0.9255143319054859,49.68422147815272
2020-05-01,2830.7099609375,2869.090087890625,2821.610107421875,2869.090087890625,4759810000,52.52329535771987,2594.205297318352,2989.273682173835,-2.846021101477625,45.57340956696362
2020-05-04,2842.739990234375,2844.239990234375,2797.85009765625,2815.010009765625,4735930000,53.208119119363054,2668.328757945795,2950.5592303354547,0.42408225788497234,42.79299334607322
2020-05-05,2868.43994140625,2898.22998046875,2863.550048828125,2868.8798828125,5140290000,54.71105601041192,2693.4246572350603,2945.939332022752,0.8999935197779863,42.17707368420315
2020-05-06,2848.419921875,2891.110107421875,2847.64990234375,2883.139892578125,4892570000,53.275517649905176,2726.1207821262933,2932.1442081080813,-0.700388039904265,39.61682653712023
2020-05-07,2881.18994140625,2901.919921875,2876.47998046875,2878.260009765625,5178790000,55.34110954303739,2737.0612340668035,2934.3247522613215,1.14389557548904,39.77359370315662
2020-05-08,2929.800048828125,2932.159912109375,2902.8798828125,2908.830078125,4876030000,58.286932953966605,2738.3720876034563,2947.011896771544,1.6730795065226012,43.32088602127578
2020-05-11,2930.18994140625,2944.25,2903.43994140625,2915.4599609375,4819730000,58.310686398465656,2747.122482324211,2955.117507910164,0.013306936679136072,45.6375208804925
2020-05-12,2870.1201171875,2945.820068359375,2869.590087890625,2939.5,5119630000,53.27695599566843,2748.031223974597,2956.614772119153,-2.0713365772047965,42.14056767433203
2020-05-13,2820.0,2874.139892578125,2793.14990234375,2865.860107421875,6151650000,49.441853775703805,2753.5511731372653,2954.758812214297,-1.761699662428029,34.922369145439006
2020-05-14,2852.5,2852.800048828125,2766.639892578125,2794.5400390625,5651130000,51.86168136852636,2759.3484017922915,2954.2565786764585,1.1458917804072044,31.461702273566516
2020-05-15,2863.699951171875,2865.010009765625,2816.780029296875,2829.949951171875,5507700000,52.70182800088276,2759.086604482927,2953.432365243635,0.3918675203722799,29.285259065456103
2020-05-18,2953.909912109375,2968.090087890625,2913.860107421875,2913.860107421875,6373670000,58.92068307441888,2758.1087911574705,2967.4851785690917,3.1015208770073244,34.44256957188827
2020-05-19,2922.93994140625,2964.2099609375,2922.35009765625,2948.590087890625,4984330000,56.189251593997675,2781.8467925238924,2962.3851654839204,-1.0539747711598935,35.620150572725834
2020-05-20,2971.610107421875,2980.2900390625,2953.6298828125,2953.6298828125,5005380000,59.37643657468669,2787.075608571792,2974.3863543188327,1.6513990613415075,40.01934949402721
2020-05-21,2948.510009765625,2978.5,2938.570068359375,2969.949951171875,4976620000,57.247707605605726,2798.3360321238006,2978.1969268605744,-0.7803968309953113,41.16721151968795
2020-05-22,2955.449951171875,2956.760009765625,2933.590087890625,2948.050048828125,3970860000,57.73791943258562,2802.997302384987,2985.4066526931383,0.2350945686812267,42.151005167417225
2020-05-26,2991.77001953125,3021.719970703125,2988.169921875,3004.080078125,5848500000,60.303313980244575,2799.6446517014574,3000.0883072829174,1.2214285021459936,45.33875772160036
2020-05-27,3036.1298828125,3036.25,2969.75,3015.64990234375,6398000000,63.23843185800025,2793.6406979921267,3023.366260015686,1.4718447490315256,50.85828220418989
2020-05-28,3029.72998046875,3068.669921875,3023.39990234375,3046.610107421875,5447020000,62.520208468043,2787.0821386735865,3038.946816404539,-0.21101393249196576,54.09258088872093
2020-05-29,3044.31005859375,3049.169921875,2998.610107421875,3025.169921875,7297550000,63.536248883190204,2781.287596543579,3057.929371229858,0.48007935523077805,57.17321907160158
2020-06-01,3055.72998046875,3062.179931640625,3031.5400390625,3038.780029296875,4684170000,64.35141125358183,2786.8054995892494,3074.9134701373127,0.3744216478363427,59.84626874825608
2020-06-02,3080.820068359375,3081.070068359375,3051.639892578125,3064.780029296875,5197150000,66.142281820476,2790.6801047622766,3094.846872776786,0.8177307282400292,63.26001816997859
2020-06-03,3122.8701171875,3130.93994140625,3098.89990234375,3098.89990234375,6005560000,68.95699779579427,2788.5571984084745,3122.4127967087134,1.3556670812562288,68.56811613431273
2020-06-04,3112.35009765625,3128.909912109375,3090.409912109375,3111.56005859375,6451290000,67.44632670197517,2796.063301653811,3141.2997110415013,-0.3374389083608875,71.10627547556487
2020-06-05,3193.929931640625,3211.719970703125,3163.840087890625,3163.840087890625,8639300000,72.4810380472293,2790.8362136230526,3177.8007980956972,2.587401282163704,78.79232695278642
2020-06-08,3232.389892578125,3233.1298828125,3196.0,3199.919921875,8498300000,74.48453534962317,2779.827367358603,3219.068628735147,1.196965640580494,86.98427497180273
2020-06-09,3207.179931640625,3222.7099609375,3193.110107421875,3213.320068359375,6410930000,70.84366070883023,2778.4844603523807,3248.110534764807,-0.7829743419721424,90.40014306038483
2020-06-10,3190.139892578125,3223.27001953125,3181.489990234375,3213.419921875,6598870000,68.40955478266866,2792.090286720989,3266.506685935261,-0.532725573518178,90.68687257140618
2020-06-11,3002.10009765625,3123.530029296875,2999.489990234375,3123.530029296875,7037320000,48.57523678682036,2820.865207916674,3255.9417745052006,-6.0752692996288715,74.87772404557381
2020-06-12,3041.31005859375,3088.419921875,2984.469970703125,3071.0400390625,5845330000,51.718716342505104,2847.7038424112416,3247.9841458700084,1.2976286605210774,64.76619175344695
2020-06-15,3066.590087890625,3079.760009765625,2965.659912109375,2993.760009765625,5757480000,53.684477520073536,2876.514222489267,3239.462779463858,0.8277860818175498,58.122615323145055
2020-06-16,3124.739990234375,3153.449951171875,3076.06005859375,3131.0,5845810000,57.92777541504959,2889.4261756524065,3243.6338341132187,1.8784852866710722,56.89390673624894
2020-06-17,3113.489990234375,3141.159912109375,3108.030029296875,3136.1298828125,4560450000,56.84274916670319,2910.7695770449877,3241.34543760345,-0.36067962326296055,54.385443806500916
2020-06-18,3115.340087890625,3120.0,3093.510009765625,3101.639892578125,4448690000,56.98543987501115,2924.372079371693,3242.115933323619,0.059404340380275755,51.94793284772095
2020-06-19,3097.739990234375,3155.530029296875,3083.110107421875,3140.2900390625,8346650000,55.11844142041987,2944.31913287309,3237.0918778690975,-0.5665513565674019,48.04220641059783
2020-06-22,3117.860107421875,3120.919921875,3079.389892578125,3094.419921875,4686690000,56.85854443356904,2965.958180512354,3231.6938458548334,0.6474093296658268,46.03969839179035
2020-06-23,3131.2900390625,3154.89990234375,3127.1201171875,3138.699951171875,4711850000,58.02829069240797,2981.7948045305234,3229.8092237897895,0.4298169191484291,45.017446503467
2020-06-24,3050.330078125,3115.010009765625,3032.1298828125,3114.39990234375,5597680000,49.34267291033391,2983.9544556370324,3229.06959221453,-2.619526559566232,37.24517310872943
2020-06-25,3083.760009765625,3086.25,3024.010009765625,3046.60009765625,4847690000,52.503989223314406,2991.249126123836,3227.1779246574138,1.0899827728216849,33.39811387781674
2020-06-26,3009.050048828125,3073.72998046875,3004.6298828125,3073.199951171875,8107850000,45.647931183529224,2984.7019232058096,3230.1991265988777,-2.4525204274830514,24.043661882767992
2020-06-29,3053.239990234375,3053.889892578125,2999.739990234375,3018.590087890625,4473970000,49.82169411558519,2984.362979362818,3230.2890714184323,1.457888811353314,19.965796963126195
2020-06-30,3100.2900390625,3111.510009765625,3047.830078125,3050.199951171875,4705850000,53.88238451247292,2985.8842154062245,3230.714832445338,1.5292349435755526,20.296638348976103
2020-07-01,3115.860107421875,3128.43994140625,3101.169921875,3105.919921875,4449230000,55.17514451313341,2985.662522119776,3230.2355247552237,0.50095639758716,21.566600576256405
2020-07-02,3130.010009765625,3165.81005859375,3124.52001953125,3143.639892578125,4197720000,56.37205970384218,2986.1766758561726,3231.4873622297646,0.4530970476816165,23.444579139851612
2020-07-06,3179.719970703125,3182.590087890625,3155.2900390625,3155.2900390625,4759160000,60.3750779054728,2987.2951853949876,3228.9478565972,1.5756930832163007,28.614222144635733
2020-07-07,3145.320068359375,3184.14990234375,3142.929931640625,3166.43994140625,4571330000,56.51092967400673,2995.548749700903,3211.9873098694093,-1.0877477869643215,29.59427249253349
2020-07-08,3169.93994140625,3171.800048828125,3136.530029296875,3153.070068359375,4937310000,58.55538428718841,2999.756705744724,3204.0553548021508,0.7796986263430838,31.98884001679062
2020-07-09,3152.050048828125,3179.780029296875,3115.699951171875,3176.169921875,4843650000,56.47769352272018,3003.224382890998,3196.778693280877,-0.5659591476195658,32.07326656071109
2020-07-10,3185.0400390625,3186.820068359375,3136.219970703125,3152.469970703125,4524190000,59.342614571305994,3016.625465232934,3201.6716050795662,1.0411809774444336,34.40558553477831
2020-07-13,3155.219970703125,3235.320068359375,3149.429931640625,3205.080078125,4902440000,55.76902294151954,3025.7661578556313,3203.9219036678064,-0.9406645216058607,33.46200565348772
2020-07-14,3197.52001953125,3200.949951171875,3127.659912109375,3141.110107421875,4507140000,59.49518559923587,3028.305532877609,3214.475521809891,1.3317300582903258,35.71576313844116
2020-07-15,3226.56005859375,3238.280029296875,3200.760009765625,3225.97998046875,4686830000,61.870069074287485,3022.6979809482136,3230.2650805752237,0.9041056936354153,39.39109461866428
2020-07-16,3215.570068359375,3220.389892578125,3198.590087890625,3208.360107421875,3972860000,60.42614180517838,3021.0395294502523,3242.131539885685,-0.3411915214114103,40.94503208881861
2020-07-17,3224.72998046875,3233.52001953125,3205.64990234375,3224.2099609375,4012850000,61.2381270813793,3019.6533579624315,3254.4567006313187,0.2844562587583255,42.426599652920686
2020-07-20,3251.840087890625,3258.610107421875,3215.159912109375,3224.2900390625,3979340000,63.61747120266783,3018.777211909661,3270.7428564497136,0.8371797255140478,45.26650759972608
2020-07-21,3257.300048828125,3277.2900390625,3247.77001953125,3268.52001953125,4556610000,64.09548947256125,3017.3238235317726,3286.1402389682275,0.16776293345603932,47.41120150634379
2020-07-22,3276.02001953125,3279.320068359375,3253.10009765625,3254.860107421875,4267160000,65.75671044231646,3014.531608308025,3303.4054522388496,0.573063059447243,50.04454964874276
2020-07-23,3235.659912109375,3279.989990234375,3222.659912109375,3271.639892578125,4296760000,59.37796149121874,3029.1868148438502,3307.2832291014624,-1.2396378412246278,48.31779618080009
2020-07-24,3215.6298828125,3227.260009765625,3200.050048828125,3218.580078125,3689410000,56.45123055161135,3039.9858061413524,3309.6712251086474,-0.6209640024275487,44.81645940381986
2020-07-27,3239.409912109375,3241.429931640625,3214.25,3219.840087890625,3970310000,59.032942420997415,3072.3747974811604,3300.318220096965,0.7367928821482295,43.45950034122143
2020-07-28,3218.43994140625,3243.719970703125,3216.169921875,3234.27001953125,4053180000,55.886574563126906,3097.76039456788,3291.4526181274323,-0.6494435418646916,40.228272639606075
2020-07-29,3258.43994140625,3264.739990234375,3227.219970703125,3227.219970703125,4478200000,60.23979385035311,3112.1542884463024,3292.873714483385,1.235178335174325,40.42912532193441
2020-07-30,3246.219970703125,3250.919921875,3204.1298828125,3231.760009765625,4264920000,58.345522662167475,3126.115146666049,3291.948842591764,-0.3757301763455345,39.1509452839432
2020-07-31,3271.1201171875,3272.169921875,3220.260009765625,3270.449951171875,5007530000,61.03431587386653,3137.3590094381125,3294.8159905618877,0.7641236242175609,39.689694030322244
2020-08-03,3294.610107421875,3302.72998046875,3284.530029296875,3288.260009765625,4438940000,63.43236566712631,3137.9581829763156,3305.7058306955596,0.7155362664359899,41.5333317958366
2020-08-04,3306.510009765625,3306.840087890625,3286.3701171875,3289.919921875,4414380000,64.62025460691049,3145.9972022709585,3313.7858055415413,0.3605423026133536,43.45374297520448
2020-08-05,3327.77001953125,3330.77001953125,3317.3701171875,3317.3701171875,4535060000,66.7014327953847,3148.4166086111427,3327.149407013857,0.6409160435516981,46.159094473388905
2020-08-06,3349.159912109375,3351.030029296875,3318.139892578125,3323.169921875,4278930000,68.69658532866855,3154.855069076807,3340.4219328763184,0.6407126020665288,49.4589585084168
2020-08-07,3351.280029296875,3352.5400390625,3328.719970703125,3340.050048828125,4110030000,68.8955195304589,3157.4771148286104,3354.423886147952,0.06328292699571136,51.64981337123436
2020-08-10,3360.469970703125,3363.2900390625,3335.43994140625,3356.0400390625,4327920000,69.79167216555302,3169.0982844926243,3363.327716483938,0.27384652733921655,53.51079397854164
2020-08-11,3333.68994140625,3381.010009765625,3326.43994140625,3370.340087890625,4880540000,64.00466949946535,3177.038539911279,3369.004453252784,-0.8001055401377855,52.22271896652683
2020-08-12,3380.35009765625,3387.889892578125,3355.4599609375,3355.4599609375,3772250000,68.851009499095,3176.5555047394223,3384.86649233089,1.3899502293613253,54.34059039339263
2020-08-13,3373.429931640625,3387.239990234375,3363.35009765625,3372.949951171875,3438730000,67.40159403916121,3181.506552523991,3395.701430874446,-0.20492726761567326,54.82858934603382
2020-08-14,3372.85009765625,3378.510009765625,3361.639892578125,3368.659912109375,3200060000,67.273803002807,3187.134062667609,3404.885932449578,-0.017189739627809786,54.53984291591905
2020-08-17,3381.989990234375,3387.590087890625,3379.219970703125,3380.860107421875,3460330000,68.29424980012146,3189.5002600443136,3415.534725307249,0.2706177507423746,54.4211886488024
2020-08-18,3389.780029296875,3395.06005859375,3370.14990234375,3387.0400390625,3669550000,69.1764372779539,3192.045752949631,3426.2372304488067,0.2300740419816094,54.329469035405964
2020-08-19,3374.85009765625,3399.5400390625,3369.659912109375,3392.510009765625,3679480000,65.41950819393162,3194.6767311737462,3433.489260037191,-0.4414123345181764,52.44747799334573
